ID,userID,date,Followers,Friends,Statuses,Lat,Long,Text,Class,BoroCode,BoroName,NTAName,CenstracID
5378,14727879,2012-10-29 00:35:00,2054,1740,21726,40.6760089,-73.9822059, Insert Sandy preparedness status here___________. #fb ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,47
6712,21825776,2012-10-29 04:08:00,1177,605,15031,40.67500493,-73.98104092, Hunkering down for a long winter's nap. #sandy #bedtime #hunkeringisprobablytrending ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,47
8350,21825776,2012-10-29 14:24:00,1176,605,15031,40.67543412,-73.98115779, Venturing out for morning off essentials. #bagels #sandy ( Ave Bageltique Cafe) ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,47
8980,17887666,2012-10-29 15:29:00,1118,697,8997,40.6741802,-73.98246635," #HurricaneSandy priorities: ""Shoot, we only got one bottle of wine."" ""You think the wine store is still open for an emergency run?"" ",Caution and Advice,3,Brooklyn,Park Slope-Gowanus,47
13115,70560418,2012-10-29 21:03:00,95,519,1303,40.676293,-73.98352683, Riding the storm out on Zone A borderline.at The Rock Shop!!! Gangsta #Sandy! ( Rock Shop) ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,47
5177,26499335,2012-10-29 00:03:00,2229,1856,24224,40.66777,-73.98772," We are ALL #Sandy now. We've got your backs east coast, so does Obama. Stay sharp. ",Caution and Advice,3,Brooklyn,Park Slope-Gowanus,50
5707,26499335,2012-10-29 01:26:00,2227,1859,24233,40.66773,-73.9877, Our COMMANDER-IN-CHIEF Getting READY With His FEMA COMMANDERS ; TOP GENERALS :   #Obama #p2 #SANDY / via  ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,50
7714,26499335,2012-10-29 12:58:00,2233,1860,24238,40.66777,-73.98774,  Thanks for your tweets/photos. Stay safe. #sandyNYC ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,50
15034,26499335,2012-10-29 23:15:00,2227,1858,24232,40.66777,-73.98781," SUPERSTORM SANDY: NHC has declared #Sandy post-tropical. We are now calling it """"Superstorm Sandy."""" ",Caution and Advice,3,Brooklyn,Park Slope-Gowanus,50
22874,27487367,2012-10-30 19:09:00,369,668,2088,40.66826919,-73.98702834," In Park Slope, #Sandy supplies for pets alone. Jarring to realize preparations were made for major catastrophe. ",Caution and Advice,3,Brooklyn,Park Slope-Gowanus,50
6925,435941278,2012-10-29 05:00:00,309,233,2068,40.6662294,-73.97901412, No Halloween and no preparation for Sandy. I feel like a lonely man on twitter. ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,52
12518,27791574,2012-10-29 20:18:00,200,159,3052,40.6684862,-73.98020893, Ok people...buckle up. Things are starting to fly! Sandy should hit at 6! ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,52
8457,12249712,2012-10-29 14:36:00,939,1001,3998,40.66970047,-73.97661184, Uh...maybe not a great idea to keep your decorative Halloween spider outside during a hurricane. #sandy #parkslope ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,53
14939,19771176,2012-10-29 23:09:00,898,634,3880,40.67200089,-73.97966766," Warning for people in the """"pink"""" area...aka: everyone.  Sandy ",Caution and Advice,3,Brooklyn,Park Slope-Gowanus,53
9008,17256825,2012-10-29 15:32:00,6781,1830,14711,40.686979,-73.96779, Settled in for the day. #sandy ( Industries) [pic]: ,Caution and Advice,3,Brooklyn,Clinton Hill,65
14537,16741760,2012-10-29 22:43:00,406,171,696,40.6888191,-73.9668897," """"Everyone in the path of Sandy should head to their second or third home to safety"""" ",Caution and Advice,3,Brooklyn,Clinton Hill,65
11713,796462734,2012-10-29 19:16:00,3,11,13,40.6256735,-74.0096823, Sandy is on  It's way ..wish all my family and friends be safe ,Caution and Advice,3,Brooklyn,Dyker Heights,68
11185,77601583,2012-10-29 18:36:00,82,55,382,40.67288948,-73.95523154, #hurricane sandy arrives here in New York! ,Caution and Advice,3,Brooklyn,Crown Heights North,72
11591,385015948,2012-10-29 19:06:00,263,708,758,40.67226015,-73.95738799, Rocking gourmet hotdogs and #criterioncollection with the inimitable  #rideoutthestorm #sandy Stay safe ,Caution and Advice,3,Brooklyn,Crown Heights North,72
8044,31683996,2012-10-29 13:46:00,178,327,386,40.67677677,-73.95361626, Hiding from Sandy! #storm #wind #battendownthehatches tiffanyalexandra   ,Caution and Advice,3,Brooklyn,Crown Heights North,74
19552,30159728,2012-10-30 04:45:00,247,365,1710,40.67677677,-73.95361626, This is how we're dealing with #HurricaneSandy. Stocked ; prepared for our home sweet home in #br  ,Caution and Advice,3,Brooklyn,Crown Heights North,74
10818,24661289,2012-10-29 18:05:00,17880,933,18504,40.68448003,-73.96189769," WoW! Sandys field of tropical storm-force extend nearly 1,000 miles. If it were a country, it would be 20th largest in world. #Sandy ",Caution and Advice,3,Brooklyn,Clinton Hill,78
9427,46232971,2012-10-29 16:11:00,430,382,4133,40.6821658,-73.95280619, Respct the mayor's request to stay off the roads - the only safe way to travel is by zipline anyway #HurricaneSandy ,Caution and Advice,3,Brooklyn,Bedford,84
11761,46232971,2012-10-29 19:20:00,430,382,4133,40.68198686,-73.95281384, Bed Stuy safety tips: watch out for a plethora of antiquated poorly secured tv antennas falling from the sky  #HurricaneSandy ,Caution and Advice,3,Brooklyn,Bedford,84
11790,46232971,2012-10-29 19:22:00,430,382,4133,40.68192237,-73.95272887, Williamsburg safety tips: watch out for a shower of forgotten beer bottles from the last rooftop party falling from the sky #HurricaneSandy ,Caution and Advice,3,Brooklyn,Bedford,84
7315,28310463,2012-10-29 10:49:00,96,165,985,40.68981724,-73.94032351," Ok, Sandy. Bring it, bitch. I'm ready for you. ",Caution and Advice,3,Brooklyn,Stuyvesant Heights,108
7274,518787085,2012-10-29 10:26:00,483,634,3916,40.68127351,-73.93229554,  hey fellow S.U alum! Be safe out there!! It's pretty calm in Brooklyn right now...#Sandy ,Caution and Advice,3,Brooklyn,Crown Heights North,114
7805,200590570,2012-10-29 13:13:00,878,1059,17322,40.6802173,-73.9288222, GM twit fam plez stay safe during SANDY ....prayin Eb is doing OK #safe; sound ,Caution and Advice,3,Brooklyn,Crown Heights North,114
17323,176655619,2012-10-30 01:24:00,232,548,2750,40.6827744,-73.9349558, Post-tropical reality #hunkeringdown #Sandy ,Caution and Advice,3,Brooklyn,Crown Heights North,114
5529,26403446,2012-10-29 00:56:00,553,400,2236,40.67577322,-73.95782078, Doctor Who and Garnacha #sandysupplies #wine #nyc #doctorwho #donna #pompeii  Saint Marks Ave ,Caution and Advice,3,Brooklyn,Crown Heights North,117
12777,16049346,2012-10-29 20:38:00,1199,767,8731,40.6762374,-73.9610472," Going by Foursquare, bars most popular places 2b now. It is reported that Sandy will make landfall  o'clock this evening ",Caution and Advice,3,Brooklyn,Crown Heights North,117
10962,26068560,2012-10-29 18:17:00,645,1450,4821,40.66270389,-73.9492923, #HurricaneSandyDrinkingGame (whispering) The password is Hunker Down ,Caution and Advice,3,Brooklyn,Prospect Lefferts Gardens-Wingate,122
6113,58370687,2012-10-29 02:26:00,219,577,1770,40.66661229,-73.94286203, #sandysupplies #frankenstorm #nyc #kosher  #wine #vino #peanutbutter #hurricanesandy   Headquarters ,Caution and Advice,3,Brooklyn,Crown Heights South,124
9633,33391093,2012-10-29 16:27:00,146,137,4116,40.6915372,-73.91834636, Keeping my baby safe from #sandy #cat #cats #catsofinstgram #kitty #katsofinstagram #nyc #br  Ceballos ,Caution and Advice,3,Brooklyn,Bushwick South,134
8064,49954809,2012-10-29 13:49:00,684,1052,13243,40.69880821,-73.92447442,  I'd say go for it! No signs of #sandy in #brooklyn yet... ,Caution and Advice,3,Brooklyn,Bushwick South,146
9842,49954809,2012-10-29 16:44:00,684,1052,13243,40.6987305,-73.9244397, 'Frankenstorm' Sandy hits US: LIVE UPDATES    via  ,Caution and Advice,3,Brooklyn,Bushwick South,146
6681,37036028,2012-10-29 04:00:00,520,340,8135,40.70460765,-73.92599997, Beef stew tonight in preparation of hurricane sandy. #frankenstorm #bushwickfam ,Caution and Advice,3,Brooklyn,Bushwick North,148
12173,37036028,2012-10-29 19:53:00,520,340,8136,40.70464745,-73.92600819, Getting serious for #SandyNYC -- neighbors running home to get more food and gear. #stormberparty ,Caution and Advice,3,Brooklyn,Bushwick North,148
16248,102491792,2012-10-30 00:28:00,269,589,4009,40.70028662,-73.91946984, NYC orders ALL residents to stay indoors. BE SAFE EVERYBODY xoxo #sandy #nbc4ny ,Caution and Advice,3,Brooklyn,Bushwick North,152
16530,102491792,2012-10-30 00:42:00,269,589,4009,40.70028523,-73.91946887, #911 is overloaded in NYC currently. Please stop calling for food and vodka. #sandy ,Caution and Advice,3,Brooklyn,Bushwick North,152
16585,102491792,2012-10-30 00:44:00,269,589,4009,40.70028601,-73.91946942," High tide in 20-40 minutes. LES and Battery Park, Greenpoint, and Bay Ridge get upstairs NOW. #sandy ",Caution and Advice,3,Brooklyn,Bushwick North,152
19084,102491792,2012-10-30 03:37:00,269,589,4009,40.70016098,-73.91918182, Hurricane survival kit. #lays #camels #apple #dietcoke #sandy  Brooklyn Loft ,Caution and Advice,3,Brooklyn,Bushwick North,152
12561,9196362,2012-10-29 20:21:00,1152,2022,10090,40.71466015,-73.94186034, Hurricane Survival Kit assembled by only1alicia and myself. #sandy  ; Hugh's Lair ,Caution and Advice,3,Brooklyn,East Williamsburg,174
13930,8375362,2012-10-29 22:05:00,891,1729,5416,40.71342199,-73.94139824, Storm Tip: Hit up the ATM before the storm... Your local is cash only. #Sandy  Torrey's ,Caution and Advice,3,Brooklyn,East Williamsburg,174
17762,18003437,2012-10-30 01:49:00,1919,1418,3943,40.72126608,-73.94555635,"  don't call 911 unless it's an emergency, use 311 or other non-911 #s. For other communication tips   #sandy ",Caution and Advice,3,Brooklyn,Greenpoint,176
13146,59350837,2012-10-29 21:06:00,204,412,4555,40.7195168,-73.9562219, #ny is totally going to have a serious dry towel shortage #chickentakesbrooklyn2012 #sandy ,Caution and Advice,3,Brooklyn,North Side-South Side,184
11310,19130936,2012-10-29 18:45:00,250,123,3229,40.63761229,-73.96624556, Me lights are flickering #HurricaneSandy ,Caution and Advice,3,Brooklyn,Flatbush,187
13508,797482868,2012-10-29 21:35:00,810,106,340,40.63974151,-73.96756107, All of the staff at  made it home safe tonight. We will let you know tomorrow's plans as soon as we see what #Sandy has planned. ,Caution and Advice,3,Brooklyn,Flatbush,187
15863,478936045,2012-10-30 00:07:00,394,365,5848,40.60575788,-73.9559476,  LIVE NOW BREAKING NEWS #SANDY MAKES LANDFALL IN SOUTHERN NEW JERSEY  ,Caution and Advice,3,Brooklyn,Madison,198
10875,860652517,2012-10-29 18:10:00,716,1557,621,40.72979062,-73.95911384," Full day hunkered down in the studio. We will be bringing a whole new meaning to """"Court the Storm""""! Thanks #HurricaneSandy ",Caution and Advice,3,Brooklyn,Greenpoint,202
12119,90469213,2012-10-29 19:49:00,155,208,564,40.729729,-73.957566,  Baton down the hatches! #sandy gracesteite   Women's Store ,Caution and Advice,3,Brooklyn,Greenpoint,202
14557,726253,2012-10-29 22:45:00,1625,1604,19899,40.73059805,-73.9565148, Hey everyone. Don't pee outside and stay safe #sandy ,Caution and Advice,3,Brooklyn,Greenpoint,202
5726,213471329,2012-10-29 01:29:00,466,429,4719,40.72491148,-73.95121405, Pre-#Sandy 'Storm Warning' with Darren ;  ( [pic]: ,Caution and Advice,3,Brooklyn,Greenpoint,205
6361,14944725,2012-10-29 03:05:00,418,284,4114,40.72491148,-73.95121405, Barfellows before the storm #McCarthy in the evacuation zone #fiction #Sandy  ,Caution and Advice,3,Brooklyn,Greenpoint,205
9868,2579761,2012-10-29 16:46:00,894,780,9250,40.72224857,-73.94975656, #PresidentBarackObama is addressing the nation NOW #sandy ,Caution and Advice,3,Brooklyn,Greenpoint,205
13460,81483460,2012-10-29 21:31:00,14,25,44,40.7271297,-73.9512199, Sandy is approaching - waiting for the 11-ft tall waves  River ,Caution and Advice,3,Brooklyn,Greenpoint,209
10210,47794937,2012-10-29 17:14:00,693,1162,10563,40.72335598,-73.94124985, Playing with #hurricanesandy before we have to batten down the hatches  ,Caution and Advice,3,Brooklyn,Greenpoint,215
10436,25855693,2012-10-29 17:31:00,176,227,407,40.72167587,-73.94284058, We got our sandbags for #sandy  Brooklyn ,Caution and Advice,3,Brooklyn,Greenpoint,215
13739,40206153,2012-10-29 21:51:00,1071,891,5122,40.72538837,-73.94382659,  thanks lovely! We are all settled in with #arrestedDevelopment #sandy xx ,Caution and Advice,3,Brooklyn,Greenpoint,215
12542,222653853,2012-10-29 20:20:00,2157,2256,9072,40.65688319,-73.96015532, Damn I knew I should have went extra Grocery shopping. SANDY IS TRYING IT ,Caution and Advice,3,Brooklyn,Prospect Lefferts Gardens-Wingate,265
17058,44094484,2012-10-30 01:08:00,1466,749,28319,40.6501689,-73.94957542, I just got one too #emergencyalert #sandy #goodgrief  NY ,Caution and Advice,3,Brooklyn,Erasmus,271
21468,71615584,2012-10-30 15:33:00,5127,5964,39555,40.65249,-73.93161, R.I.P to those you died during #sandy in NYC ,Caution and Advice,3,Brooklyn,East Flatbush-Farragut,283
14839,177365495,2012-10-29 23:03:00,193,298,9080,40.6418903,-73.9163373, Just found out that we have a generator! #teamIAintNeverLosingPower #SandyAintReady lolol ,Caution and Advice,3,Brooklyn,Canarsie,296
5650,484139636,2012-10-29 01:16:00,8321,784,3841,40.63590622,-73.89250183, Shipping your last minute costume orders during Hurricane Sandy!  Post Office ,Caution and Advice,3,Brooklyn,Canarsie,309
12350,389770680,2012-10-29 20:05:00,1362,1258,559107,40.63802924,-73.89544603," ""This is a storm system you see once in a lifetime,""  meteorologist Matt Alto tells #BBCNewsday. #Hurricane #Sandy ",Caution and Advice,3,Brooklyn,Canarsie,309
12479,389770680,2012-10-29 20:15:00,1365,1258,559109,40.63802924,-73.89544603," Hurricane #Sandy is 55 miles (90km) from Cape May, NJ ; 65 miles (105 km) from Atlantic City,  says. LIVE ",Caution and Advice,3,Brooklyn,Canarsie,309
8906,64442536,2012-10-29 15:21:00,538,1750,8167,40.67815843,-73.89427233," PEOPLE if you're told to evacuate, EVACUATE! Stop making first responders work harder than they need to! Id like my family safe! #Sandy #EMS ",Caution and Advice,3,Brooklyn,Cypress Hills-City Line,321
5885,470892100,2012-10-29 01:53:00,82,236,1967,40.70532793,-73.91831627,  were getting ready for this sandy to hit lol ,Caution and Advice,3,Brooklyn,Bushwick North,653
6208,18487489,2012-10-29 02:41:00,260,405,1447,40.70868804,-73.92132308, #hurricane #sandy preparation. lemon soy #candle. It's like an extended weekend!  Office ,Caution and Advice,3,Brooklyn,Bushwick North,654
12422,24975656,2012-10-29 20:11:00,315,429,2828,40.70859085,-73.92082456, Really regretting not doing a more hardcore grocery shopping trip yesterday. It's about to get all Donner Party up in this bitch. #Sandy ,Caution and Advice,3,Brooklyn,Bushwick North,654
23104,332441004,2012-10-30 19:49:00,41,195,692,40.62995673,-74.02040737, retweet and make notice for all the people in BROOKLYN affected by #hurricanesandy ,Caution and Advice,3,Brooklyn,Bay Ridge,657
5155,355884524,2012-10-29 00:00:00,74,229,270,40.67125018,-73.92935316," ya wife, hide ya kids. She blowing everybody!!!! #SANDY ",Caution and Advice,3,Brooklyn,Crown Heights North,672
9658,514581492,2012-10-29 16:30:00,371,569,2226,40.71309342,-73.96583574, Here are the Sandy supplies!! #Sandy ,Caution and Advice,3,Brooklyn,North Side-South Side,673
8073,37580575,2012-10-29 13:51:00,374,576,767,40.60366353,-74.01837003, I got my surfboard ready #sandy #brooklyn #nyc #HurricaneSandy stay safe people. ,Caution and Advice,3,Brooklyn,Bath Beach,687
14412,145089673,2012-10-29 22:36:00,56,168,1049,40.60359183,-73.96157175,  hope you guys are ok... Say hi to Jim and have a shot with a pickle to stay warm... Hang in there. #Sandy ,Caution and Advice,3,Brooklyn,Homecrest,697
7470,24463282,2012-10-29 11:54:00,62,83,2456,40.69476619,-73.94664248," This entire scare for nothing #hurricanesandy didn't even hit us. Blah waste of time, energy, and money.. ",Caution and Advice,3,Brooklyn,Bedford,708
6185,22032915,2012-10-29 02:37:00,10758,10912,3129,40.6391424,-74.02851952, Ready for #sandy here in Bay Ridge. Bring it on girl! ,Caution and Advice,3,Brooklyn,Bay Ridge,721
22381,228837376,2012-10-30 17:48:00,72,117,76,40.72703594,-73.95528081,  The Last Supper at the flat #hurricane #sandy #staysafe ,Caution and Advice,3,Brooklyn,Greenpoint,739
14946,17004113,2012-10-29 23:09:00,653,798,18384,40.70896203,-73.952751," Mmmm. #WoodchuckCider (Fall!), TWISTER and America. Hunkering down in Brooklyn during #Sandy!  ",Caution and Advice,3,Brooklyn,North Side-South Side,760
10061,20946462,2012-10-29 17:01:00,921,469,1403,40.69958,-73.948396, My landlord called me to tell me to make sure my windows are closed . Lol #hurricane #sandy ,Caution and Advice,3,Brooklyn,Bedford,772
8240,266182332,2012-10-29 14:13:00,333,1630,2844,40.6575,-73.8986116," """" Those who are in the midst of hurricane sandy be safe.. Your in my prayers"""" U still Brooklyn son thru ; thru lol one love  :-) ",Caution and Advice,3,Brooklyn,East New York (Pennsylvania Ave),796
18727,266182332,2012-10-30 03:04:00,333,1630,2843,40.6575025,-73.8985549," """" All my support to the communities in the East Coast affected by this terrible hurricane. Stay strong and be safe! #Sandy"""" Thanks ",Caution and Advice,3,Brooklyn,East New York (Pennsylvania Ave),796
12932,852257322,2012-10-29 20:50:00,193,33,341,40.6569943,-73.8838882," To all my tweet buddies, be safe you and your families through Hurricane Sandy! ",Caution and Advice,3,Brooklyn,East New York,822
9629,23874942,2012-10-29 16:27:00,173,301,590,40.672553,-73.980822, Tourist buses parked safely out of #sandy's way ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,824
10960,14365001,2012-10-29 18:16:00,4358,748,5399,40.67208906,-73.98388639," Hurricane Sandy predicted to make landfall near Seaside Heights NJ, is this  our punishment for Jersey Shore? ",Caution and Advice,3,Brooklyn,Park Slope-Gowanus,824
5389,12068942,2012-10-29 00:37:00,637,510,7841,40.65564688,-73.97638679, I'm ready for you Sandy !!! (at Prospect Park Mews) [pic]  ,Caution and Advice,3,Brooklyn,Windsor Terrace,835
6188,887160348,2012-10-29 02:37:00,294,149,31518,40.65253087,-73.97933452, Here comes Sandy... ,Caution and Advice,3,Brooklyn,Windsor Terrace,856
8329,189188853,2012-10-29 14:23:00,199,504,1811,40.67731217,-73.97871502, Maybe the news shouldn't interview the people deciding to not evacuate.  Gives them the attention that they want.  #Sandy #Frankenstorm ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,879
9105,17551431,2012-10-29 15:40:00,190,381,758,40.67720343,-73.97979759, #sandy is coming... countdown started...    Coffee Shop ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,879
9371,95747717,2012-10-29 16:06:00,2314,279,1360,40.66376369,-73.98928385," And all you homebrewers out there, fill your carboys and kegs with tap water just in case. Homebrewers saving lives! #hurricanesandy ",Caution and Advice,3,Brooklyn,Park Slope-Gowanus,880
6659,16732171,2012-10-29 03:56:00,3151,2054,22022,40.66157844,-73.99366952," Filled up the tub. For some reason, that reminds me of 1960s phrase ""here comes the fuzz."" #HurricaneSandy ",Caution and Advice,3,Brooklyn,Sunset Park West,882
7092,48388966,2012-10-29 06:24:00,69,112,3870,40.6621176,-73.99396005," """"Everyone in Brooklyn is buying bread and milk for Sandy even though they all have celiac disease and are lactose intolerant""""  ",Caution and Advice,3,Brooklyn,Sunset Park West,882
9466,24786220,2012-10-29 16:14:00,235,322,42478,40.69032712,-73.95148383, #Sandy have to run out and get more #hurricane supplies  Deli Grocery ,Caution and Advice,3,Brooklyn,Bedford,887
8031,68575995,2012-10-29 13:45:00,169,202,4556,40.68271295,-73.91713105," #Weed, #Wine + #Candles; gotta be prepared. #HurricaneSandy ",Caution and Advice,3,Brooklyn,Ocean Hill,923
8629,19616240,2012-10-29 14:53:00,249,1152,425,40.68149948,-73.99233246," SANDY: u can break our widows, but not our spirits! Oh and please please leav  block from evacuation zone ",Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,934
10913,199606358,2012-10-29 18:14:00,4306,1870,7211,40.6739679,-73.93203306,  Miss you too man. I'm trying to stay out of the path of Hurricane Sandy. Lol. ,Caution and Advice,3,Brooklyn,Crown Heights North,940
5512,418404465,2012-10-29 00:54:00,361,514,4124,40.68273045,-73.98823385," Annie Hall, a great Malbec, Misha and the kids all hunkered down for Sandy#hurricanesandy ",Caution and Advice,3,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,943
8541,8089992,2012-10-29 14:44:00,2349,232,9059,40.68474579,-73.98635864,"  - Jesus! Wind may knock over my huge backyard tree, I've sandbagged my basement, but could get flooded. Now Soylent Green! #sandy ",Caution and Advice,3,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,943
7158,27784462,2012-10-29 07:34:00,1351,754,37232,40.6518196,-73.9637206," It's 333am. #Sandy is hours away from #nyc still. I've had a few strong cocktails tonight, so I'm Slightly tipsy. Bedtime! ",Caution and Advice,3,Brooklyn,Flatbush,949
18844,820428018,2012-10-30 03:13:00,339,275,583,40.65293008,-73.96379519," Cowgirls are riding out this storm, solidarity with our fellow NYCers.  Stay safe, friends.  #sandy ",Caution and Advice,3,Brooklyn,Flatbush,949
11012,429581978,2012-10-29 18:21:00,266,239,17143,40.68666823,-73.95361626, Buying a ton of last second Christmas candles for Sandy.  for HURRICAN SANDY to come 2012 ,Caution and Advice,3,Brooklyn,Bedford,975
7894,5415352,2012-10-29 13:24:00,1307,1926,158459,40.686547,-73.972165, The Olivia Pope LLBean Boots are ready #gladiators #sandy #gulp ,Caution and Advice,3,Brooklyn,Fort Greene,988
8195,343413469,2012-10-29 14:07:00,222,214,4077,40.68746567,-73.97329712, I am ready for #frankenstorm #sandy with my favorite #Fishbowl lucite pendant necklace  Jewels By GR ,Caution and Advice,3,Brooklyn,Fort Greene,988
21298,107519478,2012-10-30 15:11:00,95,179,360,40.68620062,-73.97071913, Bloomberg signed exec order- taxis can pick up multiple passengers. Black car services allowed to pick up passengers on street #nyc #sandy ,Caution and Advice,3,Brooklyn,Fort Greene,988
12465,15856107,2012-10-29 20:15:00,1710,994,14304,40.69167638,-73.98887973," Hang in there, lower Manhattan! Also, hang in there, windows. #sandy  ",Caution and Advice,3,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1003
17264,15856107,2012-10-30 01:20:00,1710,994,14304,40.69167638,-73.98887973, Hunkering down in the front hallway cubbyhole. #sandy   ,Caution and Advice,3,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1003
19896,47265449,2012-10-30 07:00:00,391,1111,6033,40.6891156,-73.8706763,"  STATE OF EMERGENCY IN NEW YORK ; NEW JERSEY ; EASTCOAST.  """" HURRICANE SANDY"""" """"NO JOKE"""" GOD BLESS US ALL.. ",Caution and Advice,3,Brooklyn,Cypress Hills-City Line,1042
20721,47265449,2012-10-30 13:40:00,390,1111,6033,40.6891156,-73.8706763,"  STATE OF EMERGENCY IN NEW YORK CITY ; NEW JERSEY, LONG ISLAND, CONNECTICUT, SI, FAR ROCKAWAY..""HURRICANE SANDY"" "" NO JOKE"" ",Caution and Advice,3,Brooklyn,Cypress Hills-City Line,1042
13456,14730862,2012-10-29 21:30:00,677,325,9813,40.71638552,-73.94764117, Boys are just realizing how unprepared we are for #sandy....  #livingwithboys ,Caution and Advice,3,Brooklyn,East Williamsburg,1064
21780,164361069,2012-10-30 16:20:00,492,1117,3671,40.71531762,-73.94775983, This is a Message to car owners: perhaps it'd be nice to give some peeps a ride across the bridges while subway is down #sandypostprep ,Caution and Advice,3,Brooklyn,East Williamsburg,1064
8708,57444635,2012-10-29 15:00:00,1040,1499,3500,40.722332,-73.94950104, Hatches Battened Down // #HurricaneSandy #Frankenstorm #BetterSafeThanSorry  Driggs ,Caution and Advice,3,Brooklyn,North Side-South Side,1065
12313,177697801,2012-10-29 20:02:00,271,318,4140,40.71836482,-73.95179066, Beers are chilling and banana bread is baking #SandyEssentials ,Caution and Advice,3,Brooklyn,North Side-South Side,1065
14007,70426408,2012-10-29 22:10:00,924,193,1377,40.71875477,-73.94899527, Prepared ; ready for #sandy ,Caution and Advice,3,Brooklyn,North Side-South Side,1065
8801,165803665,2012-10-29 15:11:00,453,367,6351,40.69489013,-73.97134672, Thanks! It's getting intense! sending good vibes North to  and NYC! Be safe! #superstorm #SandySucks ,Caution and Advice,3,Brooklyn,Fort Greene,1069
16238,15522797,2012-10-30 00:28:00,1029,778,2858,40.69572148,-73.97139877, This is no longer funny. Hunkered down behind gas grill as this window billows. Teaching dog to use toilet. #Sandy ,Caution and Advice,3,Brooklyn,Fort Greene,1069
13217,15411741,2012-10-29 21:12:00,772,1876,4046,40.73507675,-73.96100379,  Right?! This is the view from our apt on a clear night. Got provisions from  #Hurricane #Sandy ,Caution and Advice,3,Brooklyn,Greenpoint,1075
