ID,userID,date,Followers,Friends,Statuses,Lat,Long,Text,Class,BoroCode,BoroName,NTAName,CenstracID
2191,228202497,2012-10-28 17:06:00,363,688,2794,40.67630308,-73.95833163, Our apartment's #HurricaneSandy #survivalpack!  Foods ,Caution and Advice,3,Brooklyn,Crown Heights North,117
2317,16164660,2012-10-28 17:25:00,305,1678,971,40.67628,-73.95841," Grocery store has long lines, playing Phil Collins. The end is near. #sandy ",Caution and Advice,3,Brooklyn,Crown Heights North,117
3579,26403446,2012-10-28 20:39:00,553,399,2233,40.67550636,-73.9564432, Hurricane wine line. #hurricane #wine #priorities #sandy #nyc  ; Wines ,Caution and Advice,3,Brooklyn,Crown Heights North,117
3656,26403446,2012-10-28 20:49:00,552,399,2233,40.67577322,-73.95782078, I'm ready for #hurricamesandy are you? #wine #beans #nyc  Saint Marks Ave ,Caution and Advice,3,Brooklyn,Crown Heights North,117
3672,26403446,2012-10-28 20:51:00,553,400,2236,40.67577322,-73.95782078, I'm ready for #hurricanesandy are you? #wine #beans #nyc   Saint Marks Ave ,Caution and Advice,3,Brooklyn,Crown Heights North,117
4698,306506766,2012-10-28 22:57:00,1846,2149,20132,40.6756346,-73.9580078, This is what #vegans in #brooklyn preparing for #sandy eat. ,Caution and Advice,3,Brooklyn,Crown Heights North,117
3567,14570815,2012-10-28 20:37:00,3533,962,5529,40.67759499,-73.93451214, Fighting over the last carton of milk. #Sandy   Food ,Caution and Advice,3,Brooklyn,Crown Heights North,118
1324,37371226,2012-10-28 13:21:00,4387,1907,55870,40.670743,-73.942008," I guess I can blame the approaching #sandy for this long-ass line, right? That, and having only one cashier on hand ",Caution and Advice,3,Brooklyn,Crown Heights North,126
1260,727310906,2012-10-28 12:17:00,150,684,408,40.69150531,-73.91083511, Everyone be safe Imma have spongebob to fuck hurricane sandy up roarrr ,Caution and Advice,3,Brooklyn,Bushwick South,139
818,65140372,2012-10-27 20:20:00,331,716,647,40.6012501,-73.9714833, Hurricane essentials:  alcohol and water.  I am officially prepared for Sandy. ,Caution and Advice,3,Brooklyn,Homecrest,140
3852,77447671,2012-10-28 21:13:00,356,716,2100,40.70267154,-73.92758126, Wine and the best company. I'm ready for #Sandy! ,Caution and Advice,3,Brooklyn,Bushwick North,148
976,58723708,2012-10-27 23:49:00,143,165,5731,40.626571,-73.97696898, This guy is definitely ready for Hurricane Sandy!  ,Caution and Advice,3,Brooklyn,Borough Park,169
980,58723708,2012-10-27 23:51:00,143,165,5731,40.626571,-73.97696898, This guy is definitely ready for Hurricane Sandy!  ,Caution and Advice,3,Brooklyn,Borough Park,169
4734,8375362,2012-10-28 23:02:00,890,1728,5414,40.7127539,-73.940931, In Romney-land money on government services to prepare for a storm is a waste. Leave it to private companies! #Sandy ,Caution and Advice,3,Brooklyn,East Williamsburg,174
1876,14653056,2012-10-28 16:16:00,844,934,8765,40.72111002,-73.94755397," It's getting real, people. #sandy #notinzoneA ",Caution and Advice,3,Brooklyn,Greenpoint,176
2059,405419886,2012-10-28 16:45:00,243,641,2936,40.711351,-73.946784, Cause I got my priorities straight #sandy ( Angel Wines) ,Caution and Advice,3,Brooklyn,East Williamsburg,177
3038,20752393,2012-10-28 19:20:00,1224,1243,559,40.711269,-73.948519, Stocking up for sandy / stimulus ( Food w/ 7 others) ,Caution and Advice,3,Brooklyn,East Williamsburg,177
2504,13745182,2012-10-28 17:57:00,1372,348,23059,40.7201259,-73.957134," Hot Chip's """"The Warning"""" now... #readyforsandy ",Caution and Advice,3,Brooklyn,North Side-South Side,184
3851,54919505,2012-10-28 21:12:00,338,405,6973,40.718569,-73.956909, Stock up for #hurricanesandy #hunkerdown  ,Caution and Advice,3,Brooklyn,North Side-South Side,184
1829,284922450,2012-10-28 16:07:00,94,163,2003,40.63652478,-73.95922645, #Sandy survival stash   ,Caution and Advice,3,Brooklyn,Flatbush,185
46,311612407,2012-10-24 19:20:00,212,238,7814,40.63438066,-73.9625149, #Jamaican ppl please be #safe #hurricansandy ,Caution and Advice,3,Brooklyn,Flatbush,186
2716,15377752,2012-10-28 18:28:00,385,559,19352,40.63488733,-73.96447895, There's a strorm coming Mr. Wayne. #Sandy (at Ditmas Park)  ,Caution and Advice,3,Brooklyn,Flatbush,186
1037,133608977,2012-10-28 01:11:00,6269,153,33930,40.6301357,-73.96191456, #StormSandy coming soon :) ,Caution and Advice,3,Brooklyn,Flatbush,188
4009,125405372,2012-10-28 21:33:00,139,120,976,40.6040419,-73.95262627, Gas station lines are crazy #sandy ,Caution and Advice,3,Brooklyn,Madison,199
1669,26065870,2012-10-28 15:31:00,342,651,891,40.7309761,-73.95913492, A mere fraction of our Sandy supplies in case of power outage. Safety warden  ,Caution and Advice,3,Brooklyn,Greenpoint,202
2371,30916619,2012-10-28 17:35:00,1557,642,8287,40.730691,-73.954401, Panic-buying CHAOS at the organic grocery's non-dairy mile aisle pre #Sandy  Garden ,Caution and Advice,3,Brooklyn,Greenpoint,202
3297,171216710,2012-10-28 20:00:00,219,189,969,40.72566605,-73.9489975, Provisional electric coziness for #hurricane #sandy. Bring on the #whiskey hot toddies.   ,Caution and Advice,3,Brooklyn,Greenpoint,207
4914,14944309,2012-10-28 23:26:00,345,396,570,40.72286746,-73.94694211," Sandy, I am ready for you! #MyFirstNYHurricane #Sandy #Hurricane ",Caution and Advice,3,Brooklyn,Greenpoint,207
4982,757967214,2012-10-28 23:36:00,122,173,903,40.72695306,-73.9511176," Evacuated from Zone A to Zone B, games, movies, junk food #Sandy I'm ready for you ",Caution and Advice,3,Brooklyn,Greenpoint,209
3397,86854636,2012-10-28 20:14:00,154,178,5413,40.60001418,-73.94622736," Tensions over #HurricaneSandy are almost thick enough to be cut with rational thought, but alas what isn't perceived cannot be addressed. ",Caution and Advice,3,Brooklyn,Madison,211
4223,766102777,2012-10-28 22:02:00,405,309,824,40.72563305,-73.94071642," Didn't stock up on storm supplies early so if I lose power my apartment will smell like a mix of Vanilla, Cherry, an Hawaii.#hurricanesandy ",Caution and Advice,3,Brooklyn,Greenpoint,215
3805,272508002,2012-10-28 21:06:00,115,312,632,40.59268421,-73.95192698, Big bobs ready for sandy!  #stylin #shotdad #huntingseason  evacuation Zone ,Caution and Advice,3,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,216
2874,21383155,2012-10-28 18:56:00,185,558,9367,40.6157399,-73.92045255, These two women really fighting over the last case of water in the supermarket. #sandy got people going crazy ,Caution and Advice,3,Brooklyn,Flatlands,243
2699,298108740,2012-10-28 18:25:00,33,23,76,40.62273902,-73.95967349, Passed by gas stations and they are packed!!! #nyc #sandy #hurricane #hurricanesandy #danger #stranded ,Caution and Advice,3,Brooklyn,Midwood,261
1113,64442536,2012-10-28 03:09:00,533,1746,8152,40.67803797,-73.89437287, We get it. There's a storm coming. #Sandy ,Caution and Advice,3,Brooklyn,Cypress Hills-City Line,321
2769,36571152,2012-10-28 18:38:00,1239,654,12100,40.71306143,-73.96145103, books food and water lehgo sandy u bitch ,Caution and Advice,3,Brooklyn,North Side-South Side,673
3156,59350837,2012-10-28 19:40:00,201,412,4558,40.71219912,-73.96183293, #stormwatch #chickentakesbrooklyn2012 #sandy #hurricanesandy  Street ,Caution and Advice,3,Brooklyn,North Side-South Side,673
4087,370154983,2012-10-28 21:43:00,392,924,3523,40.67230729,-73.95784374, mousetopher prepping for #Sandy  Park ,Caution and Advice,3,Brooklyn,Crown Heights North,698
1430,97033143,2012-10-28 14:15:00,3625,3495,11435,40.69545438,-73.94647842, Lampposts cabled together. #hurricaneprep #frankenstorm #hurricanesandy  Ave ,Caution and Advice,3,Brooklyn,Bedford,708
1784,17993193,2012-10-28 15:59:00,958,252,1352,40.728004,-73.95320714, Omg I hate soup!!! #sandy #emergencykit #conflictingemotions  Supermarket ,Caution and Advice,3,Brooklyn,Greenpoint,739
1895,17993193,2012-10-28 16:18:00,957,252,1352,40.72751764,-73.95289589, Why is everyone buying TP in bulk??? #sandy  Aid Pharmacy ,Caution and Advice,3,Brooklyn,Greenpoint,739
2057,366290894,2012-10-28 16:45:00,335,280,1360,40.72547705,-73.95218327, Preparing for #Sandy dropping by this evening... ,Caution and Advice,3,Brooklyn,Greenpoint,739
4033,332977489,2012-10-28 21:35:00,229,524,430,40.72844102,-73.95621222, Stocked a bunch of Spanish prayer candles and brushed up on my scrabble and rummy skillz. Let's do this Sandy ,Caution and Advice,3,Brooklyn,Greenpoint,739
4208,365477504,2012-10-28 22:00:00,917,2025,5784,40.66967882,-73.90390997," Hope Everbody Be Safe DurinG ""SanDy"",!!!!..#Rs ",Caution and Advice,3,Brooklyn,Brownsville,748
1923,55145066,2012-10-28 16:22:00,1414,534,15000,40.69392542,-73.94734519, Early anniversary present from  Perfect timing in preparation for #hurricanesandy  ,Caution and Advice,3,Brooklyn,Bedford,819
886,7482,2012-10-27 21:47:00,9054,564,37417,40.6736606,-73.98257877,  Has it been framed as such? ie What you did to prep for Sandy? Do the same/more/etc. for X Y Z reason? ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,824
2432,166666137,2012-10-28 17:45:00,1257,1912,7306,40.6720959,-73.98407328, Hurricane #Sandy supplies.  #tendollarcandle  ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,824
635,483225913,2012-10-27 16:27:00,313,213,1930,40.70909401,-73.94792075, I'm a bit bumped! I had to clean up my rooftop in preparation of hurricane #Sandy .byebye flowers and garden! ,Caution and Advice,3,Brooklyn,East Williamsburg,828
2048,451530773,2012-10-28 16:44:00,1015,292,997,40.64398674,-73.97427546, Power outage coming? Quick - buy fresh food! No wonder rest of USA thinks NYC is nuts.   #Sandy Insanity ,Caution and Advice,3,Brooklyn,Kensington-Ocean Parkway,858
1820,158042019,2012-10-28 16:06:00,3636,800,5266,40.67568106,-73.97854019, How #ParkSlope panics about a hurricane: a line at the Food Coop around the block. The big one is coming. #sandy #psfc ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,879
2107,5695942,2012-10-28 16:53:00,39365,571,15742,40.67910839,-73.9788866," End of the f'n world!!!!! water, twinkies, ammo #sandy  Food ",Caution and Advice,3,Brooklyn,Park Slope-Gowanus,879
2945,252750047,2012-10-28 19:05:00,320,423,5473,40.66640091,-73.9886322, Time to stock up for #hurricanesandy  Provisions ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,880
3855,390549636,2012-10-28 21:13:00,509,882,7174,40.66527242,-73.99086199, Oh crap stocked up on the wrong flashlight! #SandySurvival ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,880
1030,42334048,2012-10-28 01:08:00,591,1482,8411,40.66275977,-73.98301728, Park slope special medical shelter #hurricanesandy   Sports Complex at Park Slope Armory ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,881
4728,138423077,2012-10-28 23:00:00,267,460,554,40.66430283,-73.98513794, Getting ready for #hurricanesandy #frankenstorm  Storm Shelter ,Caution and Advice,3,Brooklyn,Park Slope-Gowanus,881
2966,420076021,2012-10-28 19:08:00,103,278,8717,40.6611404,-73.9936722,"  oh let me explain Molly is a cute little thing with benefits, sandy is a big bitch that will ruin ur life if not properly prepared ",Caution and Advice,3,Brooklyn,Sunset Park West,882
3257,16732171,2012-10-28 19:53:00,3150,2054,22022,40.661557,-73.993559, Culinary prep for Hurricane Sandy: homemade chicken soup w/kluski noodles from  ,Caution and Advice,3,Brooklyn,Sunset Park West,882
4060,51676902,2012-10-28 21:39:00,696,1542,9201,40.661995,-73.98888," As I'm walking to the supermarket 2b prepare 4 Sandy, I c people puttin a X tape on their windows...? I'm so loving the wind #storm #rain ",Caution and Advice,3,Brooklyn,Sunset Park West,883
1499,18249102,2012-10-28 14:38:00,852,516,2554,40.68289951,-73.99559878, Breaking: Smith street Met supermarket sells out of goat cheese #Sandy ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,934
2863,787799,2012-10-28 18:54:00,1235,687,6622,40.683371,-73.99268355," New  for NYC including evac zones, shelters, webcams.   #sandy ",Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,934
3874,8041772,2012-10-28 21:14:00,3343,477,7669,40.680704,-73.989159," Along the Gowanus Canal, a/k/a inside zone A. This will likely be flooded shortly. #sandy ",Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,934
4961,348241095,2012-10-28 23:33:00,154,416,1330,40.6826259,-73.9941941, Safety advisory.  Watching Bio-Dome on Showtime is more destructive to your mind than any hurricane.  #sandy #paulyshore ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,934
2257,33298222,2012-10-28 17:15:00,1279,1406,43568,40.641287,-73.99394, Filling up gas for #Hurricane #Sandy just in case we need to evacuate from zone D.      He is out of regular. Only su ,Caution and Advice,3,Brooklyn,Sunset Park East,941
3231,23148049,2012-10-28 19:51:00,1253,1135,15727,40.6863898,-73.9506917, First time iv gone grocery shopping since I moved to NYC. Thanks a lot Sandy. ( Food) ,Caution and Advice,3,Brooklyn,Bedford,978
3675,511273965,2012-10-28 20:51:00,6589,3349,20330,40.6863898,-73.9506917, #Food shopping during #Sandy   Food ,Caution and Advice,3,Brooklyn,Bedford,978
2887,15162208,2012-10-28 18:58:00,2463,896,7194,40.69267839,-73.94277091," Batteries, bourbon, and bacon. My #HurricaneSandy survival plan. ",Caution and Advice,3,Brooklyn,Stuyvesant Heights,1021
830,299162176,2012-10-27 20:36:00,221,270,14159,40.716373,-73.950582, DANGEROUS HURRICANE SANDY HEADING FOR NEW YORK USA 27TH OCTOBER 2012 #NewYorkCity ,Caution and Advice,3,Brooklyn,East Williamsburg,1064
2204,15844820,2012-10-28 17:08:00,1733,802,3658,40.71763718,-73.94783311, Hurricane Sandy prep... ( Meat Hook w/ 3 others) ,Caution and Advice,3,Brooklyn,East Williamsburg,1064
2879,164361069,2012-10-28 18:57:00,491,1117,3673,40.71862439,-73.94862187,  and out of meet as well #sandyprep ,Caution and Advice,3,Brooklyn,North Side-South Side,1065
3210,14389876,2012-10-28 19:47:00,562,1669,5440,40.69315341,-73.972427, Preparing for #frankenstorm #Sandy. #priorities ( Vines) ,Caution and Advice,3,Brooklyn,Fort Greene,1066
1632,75165969,2012-10-28 15:21:00,308,439,14272,40.6949063,-73.96937599,"  Cabinet meeting underway, getting the latest updates on #Sandy. ",Caution and Advice,3,Brooklyn,Fort Greene,1069
1805,8938812,2012-10-28 16:03:00,980,1148,17475,40.68891629,-73.9920611, In line to get into trader Joe's for disaster supplies #sandy ,Caution and Advice,3,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1076
1847,66366331,2012-10-28 16:11:00,9596,1043,9468,40.68853216,-73.98929736," Where the heck do you find sandbags and plywood in Cobble Hill? If artisanal cheeses could insulate from damaging winds, Id be fine. #Sandy ",Caution and Advice,3,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1076
2043,418404465,2012-10-28 16:43:00,360,514,4123,40.68859298,-73.98900527, Quick tip if ya need water or batteries or flashlights/candles the 99 cent stores have no lines and are stocked! #hurricanesandy ,Caution and Advice,3,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1076
1739,21358228,2012-10-28 15:50:00,205,196,1129,40.68978303,-73.99284427, Came to grab groceries like I do every Sunday. Currently involved in what I can only describe as the end of the world. Thanks #sandy. ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1077
1968,8938812,2012-10-28 16:29:00,979,1149,17498,40.68939499,-73.99255506, Disaster supplies #hurricanesandy ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1077
2356,22682422,2012-10-28 17:33:00,738,1781,18735,40.689649,-73.992413, Lines are NOT as bad as yesterday #Sandy ( Joe's w/ 12 others) [pic]: ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1077
2822,420590386,2012-10-28 18:46:00,221,123,146,40.689664,-73.992857, Line outside trader Joe's to stock on supplies for #hurricanesandy ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1077
2865,110814630,2012-10-28 18:54:00,171,295,749,40.689649,-73.992413, Sandy taking Brooklyn TJs by storm.    Joe's ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1077
3073,23507486,2012-10-28 19:27:00,602,584,15233,40.68613791,-73.99412155, How Melody and Jill prepare for the #Frankenstorm jillianschnare #hurricanesandy #foodporn   Hill ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1077
3663,1534031,2012-10-28 20:50:00,594,634,1326,40.690697,-73.99603, #hurricane #sandy preparedness...  Chateau ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1077
4028,24069949,2012-10-28 21:35:00,160,340,1776,40.68613791,-73.99412155, We're ready for #sandy!  Hill ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1077
4363,19785281,2012-10-28 22:18:00,28939,4185,68325,40.68728782,-73.99501367, Dad just called. He wants me to evacuate to...Park Slope. #onlyinnyc #Sandy ,Caution and Advice,3,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1077
3023,20737807,2012-10-28 19:18:00,875,1903,13765,40.651692,-73.975952," Stocking up for a hurricane- the drink, not the storm #Sandy #GreatExcuse ( Box) ",Caution and Advice,3,Brooklyn,Windsor Terrace,1109
